Siren;Raison Sociale
429772874;SORBIE DATA CENTER FRANCE
492931944;SOREA SOCIETE DES REGIES DE L'ARC
483777991;SOUTHERN CARIBBEAN FIBER
531541100;SPACINOV
482523719;SPARTEL SERVICES
305109779;SPB
491975090;SPHERE TELECOM
423406339;SPHERIA VAL DE FRANCE
538203175;SPI
478711161;SPIE BATIGNOLLES
348540535;SPIE BATIGNOLLES AMITEC
440055861;SPIE BUILDING SOLUTIONS
434085395;SPIE CITYNETWORKS
431616382;SPIE CLOUD SERVICES
538700022;SPIE FACILITIES
324103829;SPIE ICS
440056182;SPIE ILE DE FRANCE NORD OUEST
399258755;SPIE OPERATIONS
794531947;SPIE TELECOM SERVICES
794718346;SPIN OFF
751208851;SPL SAINTE-ANNE 2 0
798380143;SPLICE TELECOM
351164488;SPODIS SA
789538618;SPORT MANAGEMENT SYSTEM
430117754;SPRINTLINK FRANCE SAS
390105161;SPURGIN LEONHART
429613797;SQUADRAN
800092660;SQUARE PRO CONSEIL
840941652;ST BARTH TELECOM
597220656;ST MICHEL SERVICES
349145243;STACI
378244255;STANDARD
954507521;STANLEY BLACK & DECKER FRANCE SAS
320723919;STAR-G
325720720;STAUBLI FAVERGES
513851816;STE NOUVELLE D'EXPLOITATION SECM-GT
450100862;STE PALOISE POUR LE TRES HAUT DEBIT
353261555;STEDIS
302162623;STEELCASE SAS
481636488;STEEVE MULTI-SERVICES
999990005;STEF
313609133;STEF INFORMATION ET TECHNOLOGIES
414597062;STELLA TELECOM
542065479;STELLANTIS AUTO SAS
928161348;STELOGY
501524169;STELSIA
752361949;STEPHIE TELECOM
480140417;STET
843968900;STEVE GATES
842514226;STG SERVICES
821797925;STILCOM
380932590;STMICROELECTRONICS (TOURS) SAS
341459386;STMICROELECTRONICS FRANCE
414969584;STMICROELECTRONICS ROUSSET SAS
338880180;STOCK J BOUTIQUE JENNYFER
054398045;STOI INTERNET
507495257;STOP TELECOM
420530321;STORM TELECOMMUNICATIONS LTD
351003736;STRATEGIR
882593973;STRATOSFAIR
892201617;STRONG BLUE CONSEIL & TELECOM
908478670;SUD BOURGOGNE NETWORKS
909562449;SUDALYS SERVICES
339237224;SUD-OUEST TELESURVEILLANCE
901644989;SUEZ
410034607;SUEZ EAU FRANCE
569800873;SUEZ INTERNATIONAL
402986707;SUEZ LYONNAISE TELECOM
778151944;SULO FRANCE
384032629;SULO HOLDING
348999939;SUNGARD AVAILABILITY SCE FRANCE SA
732018726;SVP
572026623;SVP HOLDING
908617145;SWIFT.COM&CLOUD
499320059;SWISS LIFE ASSET MANAGERS FRANCE
421251695;SWISSCOM
391277878;SWISSLIFE ASSURANCES DE BIENS
817807118;SWISSTOK TELNET FRANCE
450691456;SWITCH TELECOM
420792145;SYBASE 365 OPERATOR SERVICES SAS
424651040;SYCAMORE PARQUETS
808606628;SYCATEL
333321628;SYGNATURES
394998215;SYLLAGE
808717177;SYMA
440697753;SYMA MOBILE
388461477;SYNAPS INFORMATIQUE
438313843;SYNCHRONE
251600060;SYND DEP ELECTRICITE GAZ CHARENTE
252901145;SYND DEP ENERGIE EQUIPEMENT FINISTERE
257400085;SYND ENERG AMENAGT NUMER HTE SAVOIE
255402901;SYND INTERCOM ESPACE VIDEO COMMUN 2000
200008027;SYND MIXTE ARDECHE DROME NUMERIQUE
200066090;SYND MIXTE OUVERT ESSONNE NUMERIQUE
200033702;SYND MIXTE P A C A TRES HAUT DEBIT
200036481;SYND MIXTE SEINE ET MARNE NUMERIQUE
200045060;SYND MIXTE SEINE MARITIME NUMERIQUE
200026789;SYNDICAT AUDOIS D ENERGIES
200014926;SYNDICAT DEP ENERGIE LOIRE ATLANTIQUE
252401476;SYNDICAT DEPARTEMENTAL D'ENERGIES 24
241300425;SYNDICAT INTERCOMMUNAL GRAND VALLAT
245700828;SYNDICAT MIXTE DES COMMUNES DU PAYS DE BITCHE
258728658;SYNDICAT MIXTE DORSAL
200039279;SYNDICAT MIXTE GERS NUMERIQUE
200010049;SYNDICAT MIXTE GIRONDE NUMERIQUE
252508403;SYNDICAT MIXTE LUMIERE
255003592;SYNDICAT MIXTE MANCHE NUMERIQUE
200002400;SYNDICAT MIXTE ''NIEVRE NUMERIQUE''
200038875;SYNDICAT MIXTE OISE TRES HAUT DEBIT
200045771;SYNDICAT MIXTE PERIGORD NUMERIQUE
258004365;SYNDICAT MIXTE SOMME NUMERIQUE
797691433;SYNELYANS
329925010;SYNERGIE
413973843;SYNERGIE
443716832;SYNGENTA FRANCE SA
479527327;SYNLAB GESTION
915012231;SYNNEO
433418506;SYNTEN
504497736;SYSEXPERT SARL
824963854;SYSTAILOR
330621244;SYSTECH
867800427;SYSTEME U CEN REG OUEST DIM SYST U OUE
313042251;SYSTEME U NORD-OUEST
306020140;SYSTEME U SUD
331633123;SYSTEMES ET TELECOMMUNICATIONS SA
491651154;SYSTEMES INFORMATION HARMONIE MUTUELLE
801768938;SYSTEM-NET
808524110;T SANTE.MOBI
352860639;T.D-DISTRIBUTION THEVENIN-DUCROT-DISTRIBUTION
890370455;T2RM
402533905;TACTIS
499232080;TAGEOS
488601337;TALAN SAS
404387748;TALIS
799402490;TALSION
831933056;TAMTAM TELECOM
306243833;TANG FRERES
487978629;TAORES
389632639;TAPE A L'OEIL
431809722;TARGA VIASAT FRANCE S.A.S.
853093169;TARN FIBRE
314467754;TARN MEDIAS
382525541;TAS FRANCE
481385821;TATA COMMUNICATIONS (FRANCE)
510825730;TATA TECHNOLOGIES EUROPE
479618076;TAWHID.COM
793898529;TCF
528684079;TCLR
793097916;T-CONNECT
879933422;TCT TELECOM
342404399;TDF
518565718;TEAMINFO
433648151;TECALEMIT AEROSPACE
722045879;TECH ENERGIE ATOMIQUE TECHNICATOME
507402618;TECH'CARE
519909709;TECHCREA SOLUTIONS
864801378;TECHNA
607020195;TECHNIC-BUREAU SA
827554064;TECHNICIA
341399558;TECHNICOLOR R&D FRANCE SNC
833811540;TECHNICOM FORMATION
391637865;TECHNIP ENERGIES FRANCE
422005850;TECHNOLOGIE ASSIST ORGANIS FLUX
489821090;TECHNOSANTE TOULOUSE
513893503;TECLIB
542065057;TEGE
500145156;TEICEE
810088377;TEL@NDCLOUD
809533524;TELCO OI
424508281;TELECITYGROUP FRANCE SA
419009170;TELECOM ITALIA
431253673;TELECOM ITALIA FRANCE
482695343;TELECOM.OBJECT
408248227;TELECOMMERCE
397706086;TELECOMMUNICATIONS - SATELLITES MOBILES
508009982;TELEFONICA GLOBAL SOLUTIONS FRANCE II SAS
429574643;TELEFONICA SERVICOS AUDIOVISUALES
411674617;TELEGLOBE FRANCE
449618081;TELEGLOBE FRANCE INTERNATIONAL
408024115;TELEHOUSE INT CORPORATION EUROPE LIMIT
403427701;TELEMAQUE
326675808;TELEMEDIA
452275613;TELEMEDIA COMMUNICATIONS
439523234;TELENET HOSTING
353380793;TELEPERFORMANCE  FRANCE
405199977;TELEPHONE STORE
390411445;TELEPLANETE
524664190;TELERAGNO
445041015;TELERYS COMMUNICATION
485121735;TELESOFT
326300159;TELEVISION FRANCAISE 1
381422419;TELFAX COMMUNICATIONS
525384087;TELFORFREE
810437400;TELIACOM
833565765;TELICITY COMMUNICATIONS
843383431;TELIO.FR
490174331;TELLIS
519067540;TELLIS TELEPHONE LIMOUSIN SERVICES
326397726;TELLOS
488298035;TELLPE
411455165;TELNET COMMUNICATION (FRANCE)
822510475;TELNOO TELECOMMUNICATIONS
453401325;TELOISE
799369681;TEL-ON
802795427;TELYO
511703068;TERALIBRIS
753620947;TERANIS TELECOM
095580841;TEREGA
444413058;TEREOS PARTICIPATIONS
303628499;TEREOS SCA
775709637;TERRA LACTA
844899906;TERRALPHA
429707292;TERRENA
422555722;TERRES ET EAUX
200049203;TERRITOIRE D'ENERGIE HAUTES-ALPES SYME05
229840004;TERRITTERRES AUSTRALES ANTARC FCSES
775611924;TERROIRS ET VIGNERONS DE CHAMPAGNE
751315706;TERSYS
071501571;TESSI
382105823;TESSI TECHNOLOGIES
529558710;TETANEUTRAL.NET
529567026;TEXTME FRANCE
342876414;TGN EURO LINK SA
552059024;THALES
562113530;THALES COMMUNICATION & SECURITE NUMERIQUES SA
428677124;THALES SERVICES NUMERIQUES SAS
383470937;THALES SIX GTS FRANCE SAS
820552065;THD 06
823390000;THD 59-62
829010255;THD 66
821579232;THD 73
519238166;THD 83
808806434;THD42 EXPLOITATION
848061677;THD64
822688917;THDTEL
522805498;THE BLACKSTONE GROUP INT PARTNERS LLP
507769164;THE KOOPLES PRODUCTION
852715655;THE PLACES
542077391;THE SWATCH GROUP FRANCE SA
085580488;THELEM ASSURANCES
326556578;THERMO ELECTRON SAS
542091186;THUASNE
825360100;THUNDERCOM
562068155;THYSSENKRUPP MATERIALS FRANCE
483713830;TI SPARKLE FRANCE SAS
421188418;TIAMA
423843358;TIBCO ORGANISATION
632050191;TIMAC AGRO
497487512;TIMACA
343864195;TIMS SYSTEMES
490867488;TINET SPA
419911375;TISCALI BUSINESS
410781322;TISCALI ENTREPRISES
415118967;TISCALI INTERNATIONAL NETWORK
414560003;TISCALI RESEAUX
400532164;TISCALI TELECOM
421420548;TITANIC COM
823840780;TIVOLI CAPITAL WL
722024742;TK ELEVATOR FRANCE
688203173;TNT EXPRESS INTERNATIONAL
913142519;TOOCALL
302493416;TOP CHRONO
343321618;TORANN-FRANCE
429909351;TOTAL ENERGIE GAZ
531680437;TOTALENERGIES GLOBAL INFORMATION TECHNOLOGY SERVICES
552006454;TOTALENERGIES LUBRIFIANTS
318881307;TOTALENERGIES LUBRIFIANTS SERVICES AUTOMOBILE
542034921;TOTALENERGIES MARKETING SERVICES
529221749;TOTALENERGIES RAFFINAGE FRANCE
328195193;TOTALENERGIES RENEWABLES
434836276;TOTALENERGIES RENOUVELABLES FRANCE
542051180;TOTALENERGIES SE
490578481;TOUBATEL
438958993;TOULOUSE FOOTBALL CLUB
500546866;TOURS METROPOLE NUMERIQUE
338628134;TOWERCAST
423859842;TRADINGCOM EUROPE
443884580;TRANQUIL I.T. SYSTEMS
399763507;TRANSALLIANCE SERVICE
432786432;TRANSATEL
419566450;TRANSDEV BUSINESS INFORMATION SOLUTIONS
435314059;TRANSGOURMET INFORMATIQUE
405394347;TRANSMISSION
314871815;TRANSPORTS AGGLOMERATION DE MONTPELLIE
679200014;TRANSPORTS DESERT
569200959;TRANSPORTS G GAUTIER
300881984;TRANSPORTS TRAZIT
063200950;TRANSPORTS VANNEUVILLE
582149506;TRAV ELECTRIQ INDUSTR MARITIME
342938107;TRENOIS DECAMPS
528817117;TRES HAUT DEBIT BRETAGNE
176902112;TRESORERIE GENERALE DU RHONE
533048799;TRIBATECH
533888442;TRIDEM PHARMA
499445906;TRINAPS SAS
529668121;TRISKELL SOFTWARE FRANCE
435100854;TRUST INFO
319488409;T-SYSTEMS FRANCE
445404247;T-SYSTEMS TELECOMMUNICATION SCE FRANCE
849333075;TUDOR ET LAURA FARCASANU
439748013;TUTOR
501343529;TUTOR 18
538613829;TUTOR EUROP'ESSONNE
839153335;TWELVE COM
912520707;TWILIO IRELAND LTD
841671795;TY CLOUD
800256596;TY-LINE
981583743;U CAMINU DI FERRU DI A CORSICA
528465990;U LINK
532036399;U TECH
803763572;UBEFONE
513535609;UBICENTREX
892312018;UC TELECOM
511071136;UCLAB INDUSTRIE
779987486;UEM
322593203;UFP INTERNATIONAL
518707468;ULTIMEO
403259534;UMANIS
775671878;UNEDIC
444438220;UNEETI
403935802;UNIGLOBE
424005239;UNIMEDIA SERVICES
776056467;UNION DES GROUPEMENTS D'ACHATS PUBLICS
582041612;UNION DES SOCIETE DU CREDIT COOPERATIF
509632790;UNION D'EXPERTS
326276706;UNION INTER PROFESSIONS ENSEIGNEMENT
200045979;UNION SECTEURS ENERGIE DEP AISNE
389596180;UNISOURCE BUSINESS NETWORKS FRANCE
334175221;UNITED PARCEL SERVICE FRANCE SAS
429039225;UNITED TELECOMMUNICATIONS SCE CARAIBE
909290645;UNITEL TECHNOLOGIES
453312621;UNITELECOM
196402515;UNIV DE PAU ET DU PAYS DE L ADOUR
130018351;UNIVERSITE DE BORDEAUX
130015506;UNIVERSITE DE LORRAINE
198608564;UNIVERSITE DE POITIERS
451417265;UNOFI-GESTION
478041064;UNYC
642044366;UP COOP
882211782;UP-LINE
349565358;UPS LOGISTICS GROUP SAS
803247956;UPSA SAS
443677471;UPSALE
479890303;URGO MEDICAL AND HEALTHCARE
857802102;UROLOGIE NANTES CLINIQUE&INST UROLOGIE
398502617;UUNET FRANCE
503924789;VA TELECOM
834420804;VAL DE LOIRE FIBRE
828727073;VAL D'OISE FIBRE
781598248;VAL TOURAINE HABITAT
552030967;VALEO
955500293;VALEO EQUIPEMENTS ELECTRIQUES MOTEUR
380361675;VALEO MANAGEMENT SERVICES
489872218;VALIANTYS
491600359;VALINDUS
881480198;VALLEE DE CHAMONIX MONT-BLANC CONNECTEE
803202019;VALOFIBRE
785769555;VALOPHIS HABITAT OFFICE PUB HABITAT 94
388496481;VANCO SAS
790362057;VANNES AGGLO NUMERIQUE
819398751;VAR TRES HAUT DEBIT
443612163;VARTEC TELECOM FRANCE SAS
838645893;VAST NEW TELECOM SA
539592386;VAUCLUSE NUMERIQUE
444643852;VCF THEMATIQUES
798174678;VCTECH
431454263;VD COM
502767346;VDB FINANCES
803316504;VDI SARL
750297244;VECTONE MOBILE
820796928;VELDISSIMO TELECOM
520038613;VELUMWARE
392156485;VENTELO FRANCE SA
524334943;VEOLIA EAU D'ILE DE FRANCE SNC
403210032;VEOLIA ENVIRONNEMENT
510907645;VEONET
332276013;VERDIE AGENCE
345006027;VERISURE
398517169;VERIZON FRANCE
434899589;VERIZON GLOBAL SOLUTIONS FRANCE SAS
440315943;VERLINGUE
432324366;VERSAPOINT
321502049;VERSPIEREN
888201852;VERSUNI FRANCE
443030309;VERTEBRA NETWORKS
507510980;VESPERIA
952313575;VESPERTEL
483678660;VIA NUMERICA
479496812;VIA.IO
752556126;VIADIALOG
451279848;VIALIS
790863492;VIAPASS NETWORKS
410485114;VIATEL FRANCE
814454872;VIATEL GLOBAL SERVICES FRANCE SAS
404074700;VIATEL SA
399295385;VIATRIS SANTE
831210521;VIAVEIS
829933985;VIA-VOX SARL
452110919;VIBRISNET
057505539;VICAT
498813344;VICTOR HUGO 3 SCI
350093704;VIDELIO
389032756;VIDEOPOLE
523879518;VIELSE
829185222;VIENNE NUMERIQUE
529026494;VIEW
410118608;VIGIE GROUPE
217500016;VILLE DE PARIS
804307858;VILLIOT PROPCO SCI 1
475680815;VILOGIA SOCIETE ANONYME D'HLM
552037806;VINCI
424714590;VINCI AIRPORTS HOLDING
380448944;VINCI CONSTRUCTION FRANCE
518927256;VINCI ENERGIES FRANCE
503117186;VINCI ENERGIES SYSTEMES D INFORMATION
339788309;VINCI IMMOBILIER PROMOTION
432594125;VINDEMIA SERVICES
423090497;VINE TELECOM
417350311;VIRBAC
509930699;VISA EUROPE LIMITED
753294818;VISIONWEB
340378561;VITAL EQUIPEMENT
443923099;VITAL TAXI AMBULANCE
302715966;VIVESCIA
487991648;VIVESCIA SERVICES
421343393;VIZZAVI FRANCE SA
388919359;VOCATEX
380308817;VODAFONE ENTERPRISE FRANCE SAS
791418742;VODO
524604667;VOGANET
504189366;VOIP TELECOM
602025538;VOLKSWAG GROUP AUT RETAIL FRANCE
832277370;VOLKSWAGEN GROUP FRANCE
439685850;VOLUNTIS
479807141;VOLVO CAR FRANCE
329152367;VOLVO CONSTRUCTION EQUIPMENT FRANCE
514008929;VOXITY
519188981;VOXNODE
832598387;VOZIT
399364850;VPN
304817281;VST
889268348;VYF HOLDING
775642853;VYNOVA PPC SAS
815030085;W BAT SNC
487891152;W3TEL
712058916;WAGO CONTACT
881101067;WALDEN GROUP
413738089;WAN AGAIN
515007607;WANATEL
792446502;WANWAY
402303515;WAVECREST COMMUNICATIONS FRANCE
829389709;WAXX
421321837;WAYCOM INTEGRATION
431882372;WAYCOM INTERNATIONAL
503091811;WAYCOM RETAIL
483904223;WAYSCOM
814456968;WE CONNECT
402156616;WEACCESS GROUP
789990843;WEASY AGENCY
429668387;WEBAXYS
449302843;WEBAXYS
520648759;WEBDEVIIN
501106520;WEBEDIA
390922490;WELDOM
572174035;WENDEL
402876759;WESTERN TELECOM
403021561;WESTERN TELECOM
838946887;WESY
548500982;WIENERBERGER
752910216;WIFILINK-INFRASTRUCTURE
441757614;WIFIRST
814553608;WIIISDOM FRANCE
311248637;WILLIS TOWERS WATSON FRANCE
502017197;WIMIFI SYSTEMS TELECOM AND ELECTRONICS
843753476;WINCOM FINANCIAL GROUP
833917172;WIND WHEEL TELECOM
492656640;WINFARM
061500864;WINOA
419322847;WINSTAR COMMUNICATIONS S.A.
919836601;WINTECH ASSISTANCE
799376314;WIP TELECOM
501798383;WIPTECH SOLUTIONS
430104414;WITBE
803017110;WITECOM SARL
753816586;WITEL
818968596;WIZWAY SOLUTIONS
429573108;WLL ANTILLES-GUYANE
429573157;WLL REUNION
514753367;WM NETWORKS
399849983;WORLD CHANGE COMMUNICATIONS
391795291;WORLD SATELLITE GUADELOUPE
389817172;WORLDCOM ADVANCED NETWORKS SARL
378901946;WORLDLINE
509750105;WORLDLINE FRANCE
341596294;WORLDLINE PARTICIPATION 1
401086400;WORLDNET
433108305;WORLDNET SAS
348683913;WPP
668502966;WURTH FRANCE
520155607;XANKOM
342459708;XBP EUROPE
412378895;XEFI GRAND LYON
453865958;XEFI INGENIERIE BY IBO
324847094;XELIANS ARCHIVAGE
480607894;XELYA
602055311;XEROX
493394662;XEROX TECHNOLOGY SERVICES
800848616;XFIBRE
479382327;XILAN
908671043;XIWO
838294783;XKONNECT
390965713;XPEDITE SYSTEMS
844717587;XPFIBRE
793699752;XPFIBRE 2 SARRES
537485849;XPFIBRE MOULINS-LES-METZ
479281495;XPFIBRE.CO
508094927;XPFIBRE.CVN
403283591;XPO IT EUROPE
332588995;XPO TRS RHONE ALPES FR
420848806;XTS TELECOM
430348870;YACAST FRANCE
497817569;YACAST MEDIA
824500532;YANA FIBRE
822949459;YCONIK
898292107;YEBA TELECOM
897893061;YELLOCLOUD
814037214;YES WE HACK
441292729;YNOVER TELECOM
752367284;YOOTH IT
484348131;YPSO FRANCE SAS
828889501;YSATIA
813592441;YVELINES ENTREPRISES NUMERIQUES
830915401;YVELINES FIBRE
429346349;YVEXA
407997162;YZEE SERVICES
392120028;ZAMENHOF
833772270;ZAM'INFORMATIQUE
802465252;ZAYO ENTERPRISE FRANCE
423455203;ZAYO FRANCE
413567132;ZAYO INFRASTRUCTURE FRANCE S.A.
815003975;ZE TELECOM
407710474;ZENTIVA FRANCE
531379295;ZEOP
791270911;ZEOP MOBILE
789258290;ZETARK
822647061;ZSCALER FRANCE
477544860;ZTE CORPORATION
